#
# QRISK-lifetime data tables.
# Copyright 2010 ClinRisk Ltd. 
# 
# This work is licenced under the Creative Commons Attribution-NoDerivs 2.0 UK: England & Wales License. 
# To view a copy of this licence, visit http://creativecommons.org/licenses/by-nd/2.0/uk/ or send a letter to Creative Commons, 171 Second Street, Suite 300, San Francisco, California 94105, USA.
#
sex1,_t,basehaz_death_0_30,basehaz_cvd_0_30,timeyears
1,3.0992471,5.64e-06,0,3
1,3.1074606,5.62e-06,0,3
1,3.1101985,5.61e-06,0,3
1,3.1156742,5.60e-06,0,3
1,3.1266256,5.59e-06,0,3
1,3.1293634,5.58e-06,0,3
1,3.1321013,5.58e-06,0,3
1,3.1348392,5.58e-06,0,3
1,3.1403149,5.57e-06,6.28e-06,3
1,3.1430527,5.57e-06,6.27e-06,3
1,3.1512663,5.56e-06,0,3
1,3.1813826,0,6.21e-06,3
1,3.1868583,5.50e-06,0,3
1,3.192334,0,.0000124,3
1,3.2416153,5.40e-06,0,3
1,3.2443532,5.40e-06,0,3
1,3.2553046,5.37e-06,0,3
1,3.2689938,0,6.03e-06,3
1,3.2744695,5.35e-06,0,3
1,3.2881588,0,6.00e-06,3
1,3.2936345,5.33e-06,0,3
1,3.2963723,5.33e-06,0,3
1,3.2991102,5.32e-06,5.98e-06,3
1,3.3182752,5.30e-06,0,3
1,3.321013,5.29e-06,0,3
1,3.3237509,5.29e-06,0,3
1,3.3264887,.0000106,0,3
1,3.3319644,.0000106,0,3
1,3.3347023,5.28e-06,0,3
1,3.340178,5.27e-06,0,3
1,3.3511294,5.45e-06,0,3
1,3.3593429,5.44e-06,0,3
1,3.3702943,5.43e-06,0,3
1,3.37577,5.43e-06,0,3
1,3.3785079,5.43e-06,0,3
1,3.3976728,0,6.10e-06,3
1,3.4113621,0,6.08e-06,3
1,3.4140999,5.39e-06,0,3
1,3.4250513,0,6.07e-06,3
1,3.4332649,.0000108,6.06e-06,3
1,3.4360027,5.38e-06,0,3
1,3.4414784,.0000107,0,3
1,3.4442163,5.37e-06,6.05e-06,3
1,3.4469541,5.37e-06,0,3
1,3.4715948,5.34e-06,0,3
1,3.4852841,0,6.00e-06,3
1,3.4934976,5.32e-06,0,3
1,3.4962355,5.32e-06,0,3
1,3.5017112,5.32e-06,0,3
1,3.5071869,5.32e-06,0,3
1,3.5181383,5.30e-06,0,3
1,3.5318275,.0000158,0,3
1,3.5345654,5.27e-06,0,3
1,3.5373032,0,5.92e-06,3
1,3.5564682,.0000105,0,3
1,3.559206,.0000105,0,3
1,3.5619439,5.24e-06,0,3
1,3.5701574,5.24e-06,0,3
1,3.5756331,0,5.88e-06,3
1,3.578371,5.23e-06,5.88e-06,3
1,3.5920602,0,5.86e-06,3
1,3.6112252,5.20e-06,0,3
1,3.613963,0,5.84e-06,3
1,3.6194387,5.20e-06,0,3
1,3.6221766,0,5.83e-06,3
1,3.6276523,5.19e-06,.0000116,3
1,3.652293,0,5.79e-06,3
1,3.6933607,5.13e-06,0,3
1,3.70705,5.12e-06,0,3
1,3.7125257,5.11e-06,0,3
1,3.7262149,.0000102,5.72e-06,3
1,3.7453799,5.09e-06,0,3
1,3.7590691,.0000101,0,3
1,3.7727584,0,5.68e-06,3
1,3.7809719,5.06e-06,0,3
1,3.7837098,5.06e-06,0,3
1,3.7864476,0,5.66e-06,3
1,3.7891855,0,5.65e-06,3
1,3.8056126,.0000101,0,3
1,3.8083504,5.03e-06,5.63e-06,3
1,3.816564,5.03e-06,0,3
1,3.8193018,0,5.62e-06,3
1,3.8302533,5.02e-06,0,3
1,3.835729,0,5.60e-06,3
1,3.8384668,5.00e-06,5.59e-06,3
1,3.8412047,5.00e-06,0,3
1,3.8439425,5.00e-06,0,3
1,3.8494182,.00001,5.59e-06,3
1,3.8740589,0,5.57e-06,3
1,3.8795346,0,5.56e-06,3
1,3.8822724,4.98e-06,0,3
1,3.8850103,4.98e-06,0,3
1,3.8877481,4.97e-06,0,3
1,3.890486,0,5.55e-06,3
1,3.8986995,4.97e-06,0,3
1,3.9041752,4.96e-06,5.53e-06,3
1,3.9178645,0,5.51e-06,3
1,3.9233402,4.93e-06,0,3
1,3.9425051,4.91e-06,0,3
1,3.945243,4.91e-06,0,3
1,3.9698836,4.88e-06,5.44e-06,3
1,3.9917864,0,5.42e-06,3
1,4.0109514,4.86e-06,0,4
1,4.0164271,4.86e-06,0,4
1,4.019165,0,.0000217,4
1,4.0219028,4.86e-06,.0000163,4
1,4.0383299,9.40e-06,0,4
1,4.0410678,0,5.24e-06,4
1,4.0492813,0,5.23e-06,4
1,4.0574949,4.69e-06,0,4
1,4.0602327,4.69e-06,0,4
1,4.0657084,4.69e-06,0,4
1,4.0684463,0,5.22e-06,4
1,4.073922,4.68e-06,0,4
1,4.0766598,4.68e-06,0,4
1,4.0876112,4.67e-06,0,4
1,4.0930869,9.32e-06,0,4
1,4.1040383,4.63e-06,0,4
1,4.1067762,4.63e-06,0,4
1,4.1204654,4.62e-06,0,4
1,4.1451061,4.60e-06,0,4
1,4.1560575,0,5.11e-06,4
1,4.1670089,4.58e-06,0,4
1,4.1724846,4.58e-06,0,4
1,4.1916496,0,5.07e-06,4
1,4.202601,4.55e-06,0,4
1,4.2135524,4.54e-06,0,4
1,4.2162902,4.53e-06,0,4
1,4.2190281,4.53e-06,0,4
1,4.2299795,4.51e-06,5.01e-06,4
1,4.2327173,0,5.01e-06,4
1,4.2409309,4.51e-06,0,4
1,4.2436687,4.50e-06,0,4
1,4.2546201,4.48e-06,0,4
1,4.2600958,4.48e-06,0,4
1,4.2628337,.0000134,0,4
1,4.2765229,0,4.97e-06,4
1,4.2819986,4.47e-06,0,4
1,4.2874743,8.94e-06,0,4
1,4.2902122,4.47e-06,0,4
1,4.2984257,4.46e-06,0,4
1,4.3039014,0,4.95e-06,4
1,4.3066393,4.45e-06,0,4
1,4.3093771,4.45e-06,0,4
1,4.3175907,4.44e-06,4.93e-06,4
1,4.3203285,4.44e-06,0,4
1,4.3394935,4.42e-06,0,4
1,4.3422313,4.42e-06,0,4
1,4.3449692,4.42e-06,4.91e-06,4
1,4.3504449,4.58e-06,0,4
1,4.3613963,4.57e-06,0,4
1,4.3641342,4.57e-06,0,4
1,4.3723477,4.57e-06,0,4
1,4.3750856,0,5.09e-06,4
1,4.3778234,4.56e-06,0,4
1,4.3805613,4.56e-06,0,4
1,4.3942505,4.55e-06,0,4
1,4.3997262,4.55e-06,5.07e-06,4
1,4.4106776,4.54e-06,0,4
1,4.4161533,4.54e-06,5.06e-06,4
1,4.4380561,4.54e-06,0,4
1,4.4435318,4.53e-06,0,4
1,4.4517454,4.53e-06,0,4
1,4.4599589,4.52e-06,0,4
1,4.4626968,4.51e-06,0,4
1,4.4791239,4.51e-06,0,4
1,4.4873374,4.50e-06,0,4
1,4.4928131,0,5.01e-06,4
1,4.5037645,8.99e-06,0,4
1,4.5065024,4.50e-06,0,4
1,4.5119781,4.49e-06,0,4
1,4.5311431,4.47e-06,0,4
1,4.5338809,4.47e-06,4.96e-06,4
1,4.5366188,0,4.96e-06,4
1,4.550308,4.46e-06,0,4
1,4.5722108,4.45e-06,0,4
1,4.5776865,4.45e-06,4.94e-06,4
1,4.5859001,4.44e-06,0,4
1,4.5995893,0,9.84e-06,4
1,4.6023272,.0000133,0,4
1,4.6105407,8.86e-06,4.91e-06,4
1,4.6132786,4.43e-06,0,4
1,4.6187543,4.42e-06,0,4
1,4.62423,4.42e-06,0,4
1,4.6324435,4.42e-06,0,4
1,4.6351814,0,9.79e-06,4
1,4.6461328,0,4.89e-06,4
1,4.6516085,4.41e-06,0,4
1,4.6570842,4.40e-06,0,4
1,4.659822,4.40e-06,0,4
1,4.6652977,4.40e-06,0,4
1,4.6680356,4.40e-06,0,4
1,4.6735113,0,4.87e-06,4
1,4.678987,0,4.87e-06,4
1,4.6954141,0,4.86e-06,4
1,4.698152,4.39e-06,0,4
1,4.7008898,4.38e-06,0,4
1,4.7063655,4.38e-06,0,4
1,4.7145791,8.75e-06,0,4
1,4.7255305,8.74e-06,0,4
1,4.7310062,4.36e-06,0,4
1,4.7583847,0,4.81e-06,4
1,4.7693361,0,4.81e-06,4
1,4.7748118,0,4.81e-06,4
1,4.7802875,4.34e-06,0,4
1,4.7857632,4.34e-06,0,4
1,4.7939767,4.33e-06,0,4
1,4.7967146,4.33e-06,0,4
1,4.7994524,8.66e-06,0,4
1,4.8131417,8.64e-06,0,4
1,4.8158795,4.32e-06,0,4
1,4.8268309,8.63e-06,0,4
1,4.8405202,8.61e-06,0,4
1,4.8487337,0,4.76e-06,4
1,4.8596851,4.30e-06,0,4
1,4.862423,4.29e-06,0,4
1,4.8678987,4.29e-06,0,4
1,4.8761123,8.58e-06,4.74e-06,4
1,4.8788501,4.29e-06,0,4
1,4.881588,4.29e-06,0,4
1,4.8843258,0,4.73e-06,4
1,4.8870637,8.56e-06,0,4
1,4.9062286,8.55e-06,0,4
1,4.9117043,0,4.71e-06,4
1,4.9144422,4.27e-06,0,4
1,4.91718,4.26e-06,0,4
1,4.9253936,4.26e-06,0,4
1,4.9281314,4.26e-06,0,4
1,4.9390828,4.25e-06,4.69e-06,4
1,4.9582478,4.23e-06,0,4
1,4.9691992,4.22e-06,0,4
1,4.9774127,0,4.65e-06,4
1,4.9801506,4.22e-06,0,4
1,4.9993155,4.22e-06,0,4
1,5.0047912,4.22e-06,0,5
1,5.0102669,4.22e-06,0,5
1,5.0157426,0,4.64e-06,5
1,5.0184805,4.22e-06,0,5
1,5.0212183,0,.0000232,5
1,5.026694,0,4.53e-06,5
1,5.0294319,4.11e-06,0,5
1,5.0321697,4.11e-06,0,5
1,5.0349076,4.11e-06,0,5
1,5.0376454,0,9.04e-06,5
1,5.0403833,4.10e-06,0,5
1,5.045859,0,4.52e-06,5
1,5.065024,4.09e-06,0,5
1,5.0677618,.0000123,4.51e-06,5
1,5.0704997,4.09e-06,0,5
1,5.0732375,4.09e-06,0,5
1,5.0869268,8.16e-06,0,5
1,5.0896646,0,4.48e-06,5
1,5.0978782,4.07e-06,0,5
1,5.100616,4.06e-06,0,5
1,5.1060917,4.06e-06,8.93e-06,5
1,5.1115674,4.06e-06,0,5
1,5.1170431,4.05e-06,4.46e-06,5
1,5.1252567,0,4.45e-06,5
1,5.1389459,0,4.44e-06,5
1,5.1608487,.0000121,0,5
1,5.1663244,0,4.43e-06,5
1,5.1690623,4.02e-06,0,5
1,5.1718001,4.02e-06,0,5
1,5.1772758,4.02e-06,0,5
1,5.1800137,4.02e-06,0,5
1,5.1827515,4.01e-06,0,5
1,5.1854894,4.01e-06,0,5
1,5.1882272,8.01e-06,0,5
1,5.1909651,4.01e-06,0,5
1,5.1991786,4.00e-06,0,5
1,5.2019165,4.00e-06,4.40e-06,5
1,5.2210815,3.99e-06,0,5
1,5.229295,3.97e-06,0,5
1,5.2320329,0,4.36e-06,5
1,5.2429843,3.97e-06,0,5
1,5.2457221,3.96e-06,0,5
1,5.24846,3.96e-06,0,5
1,5.2511978,3.96e-06,0,5
1,5.2539357,3.95e-06,4.34e-06,5
1,5.2566735,3.95e-06,0,5
1,5.2621492,3.95e-06,4.34e-06,5
1,5.2676249,3.95e-06,0,5
1,5.2703628,0,4.34e-06,5
1,5.2758385,7.90e-06,0,5
1,5.2950034,7.88e-06,0,5
1,5.3169062,7.85e-06,0,5
1,5.3415469,3.91e-06,0,5
1,5.3497604,0,4.46e-06,5
1,5.3524983,4.05e-06,0,5
1,5.3689254,4.04e-06,0,5
1,5.3716632,4.04e-06,0,5
1,5.3771389,4.04e-06,0,5
1,5.3798768,4.04e-06,0,5
1,5.3826146,8.08e-06,0,5
1,5.3880903,4.04e-06,0,5
1,5.3935661,4.03e-06,0,5
1,5.4017796,8.06e-06,0,5
1,5.4072553,8.05e-06,0,5
1,5.4346338,4.02e-06,0,5
1,5.4401095,0,4.42e-06,5
1,5.4428474,8.03e-06,0,5
1,5.4455852,4.02e-06,0,5
1,5.4510609,4.01e-06,0,5
1,5.4592745,4.00e-06,0,5
1,5.4620123,4.00e-06,0,5
1,5.4647502,4.00e-06,4.41e-06,5
1,5.467488,4.00e-06,0,5
1,5.4757016,4.00e-06,0,5
1,5.4811773,4.00e-06,0,5
1,5.4839151,7.99e-06,0,5
1,5.4948665,0,4.39e-06,5
1,5.5030801,3.99e-06,0,5
1,5.5058179,3.99e-06,0,5
1,5.5112936,7.98e-06,0,5
1,5.5140315,3.99e-06,0,5
1,5.5167693,.000012,8.76e-06,5
1,5.5249829,3.98e-06,0,5
1,5.5304586,3.97e-06,0,5
1,5.5386721,3.97e-06,0,5
1,5.54141,7.93e-06,0,5
1,5.5441478,3.97e-06,4.35e-06,5
1,5.5496235,3.96e-06,4.35e-06,5
1,5.5523614,0,4.35e-06,5
1,5.5633128,7.92e-06,4.35e-06,5
1,5.5660507,3.96e-06,0,5
1,5.5715264,3.96e-06,4.34e-06,5
1,5.5742642,3.96e-06,4.34e-06,5
1,5.5797399,7.91e-06,0,5
1,5.5824778,7.91e-06,0,5
1,5.5879535,3.95e-06,0,5
1,5.596167,.0000118,0,5
1,5.5989049,3.95e-06,0,5
1,5.615332,0,4.32e-06,5
1,5.6180698,3.94e-06,0,5
1,5.6290212,0,4.31e-06,5
1,5.6344969,0,4.31e-06,5
1,5.6399726,7.87e-06,0,5
1,5.6454483,3.93e-06,0,5
1,5.6481862,3.93e-06,0,5
1,5.6536619,3.93e-06,0,5
1,5.6563997,3.92e-06,0,5
1,5.6618754,3.92e-06,0,5
1,5.670089,3.92e-06,0,5
1,5.6837782,0,8.58e-06,5
1,5.6892539,3.92e-06,0,5
1,5.6919918,3.92e-06,0,5
1,5.7002053,0,4.28e-06,5
1,5.7084189,3.91e-06,0,5
1,5.7111567,0,4.28e-06,5
1,5.7138946,3.90e-06,4.27e-06,5
1,5.7166324,3.90e-06,0,5
1,5.724846,0,4.27e-06,5
1,5.7303217,3.90e-06,0,5
1,5.7357974,0,4.26e-06,5
1,5.7412731,0,4.26e-06,5
1,5.744011,3.89e-06,0,5
1,5.7467488,3.89e-06,0,5
1,5.7522245,.0000117,0,5
1,5.7549624,3.89e-06,0,5
1,5.7577002,3.89e-06,0,5
1,5.7659138,3.88e-06,0,5
1,5.7686516,7.77e-06,0,5
1,5.7741273,3.89e-06,0,5
1,5.779603,3.89e-06,0,5
1,5.7850787,3.88e-06,0,5
1,5.7905544,3.88e-06,0,5
1,5.7960301,0,4.24e-06,5
1,5.8179329,3.87e-06,0,5
1,5.8234086,3.87e-06,0,5
1,5.8261465,3.87e-06,0,5
1,5.8370979,3.86e-06,0,5
1,5.8453114,7.72e-06,0,5
1,5.8480493,3.86e-06,4.22e-06,5
1,5.853525,3.86e-06,4.22e-06,5
1,5.8590007,3.86e-06,0,5
1,5.8617385,0,4.21e-06,5
1,5.8754278,3.85e-06,0,5
1,5.8781656,3.85e-06,0,5
1,5.8836413,3.85e-06,4.20e-06,5
1,5.9000684,3.84e-06,0,5
1,5.9028063,0,4.19e-06,5
1,5.9055441,3.84e-06,0,5
1,5.908282,0,8.37e-06,5
1,5.9164956,0,4.18e-06,5
1,5.9219713,3.83e-06,0,5
1,5.927447,3.83e-06,0,5
1,5.9329227,3.82e-06,0,5
1,5.9411362,0,4.17e-06,5
1,5.9466119,3.82e-06,4.16e-06,5
1,5.9493498,7.62e-06,0,5
1,5.963039,0,4.14e-06,5
1,5.9712526,3.80e-06,0,5
1,5.9739904,3.80e-06,0,5
1,5.9904175,3.80e-06,0,5
1,5.9931554,3.80e-06,4.14e-06,5
1,5.9958932,0,8.27e-06,5
1,6.0068446,0,4.14e-06,6
1,6.0095825,3.80e-06,0,6
1,6.017796,7.59e-06,4.13e-06,6
1,6.0205339,0,.0000413,6
1,6.0260096,3.72e-06,0,6
1,6.0314853,3.71e-06,0,6
1,6.0342231,0,4.04e-06,6
1,6.036961,3.71e-06,0,6
1,6.0424367,3.70e-06,0,6
1,6.0479124,3.70e-06,0,6
1,6.0643395,0,4.03e-06,6
1,6.0752909,3.70e-06,8.05e-06,6
1,6.0862423,3.69e-06,0,6
1,6.091718,7.37e-06,4.01e-06,6
1,6.0999316,0,4.00e-06,6
1,6.110883,3.67e-06,0,6
1,6.1163587,3.67e-06,0,6
1,6.1190965,3.66e-06,0,6
1,6.1245722,3.66e-06,0,6
1,6.1273101,7.32e-06,3.98e-06,6
1,6.1300479,7.32e-06,0,6
1,6.1382615,3.66e-06,0,6
1,6.1409993,3.66e-06,0,6
1,6.1437372,3.66e-06,0,6
1,6.146475,3.65e-06,0,6
1,6.1519507,3.65e-06,0,6
1,6.1574264,3.65e-06,3.97e-06,6
1,6.16564,0,3.97e-06,6
1,6.1683778,0,7.93e-06,6
1,6.1738535,7.28e-06,0,6
1,6.1765914,3.64e-06,3.96e-06,6
1,6.1820671,3.64e-06,.0000119,6
1,6.1875428,0,7.90e-06,6
1,6.1930185,0,3.95e-06,6
1,6.2039699,3.63e-06,0,6
1,6.2094456,7.25e-06,0,6
1,6.2176591,7.23e-06,3.93e-06,6
1,6.220397,3.62e-06,0,6
1,6.2231348,.0000108,0,6
1,6.2313484,3.61e-06,3.92e-06,6
1,6.2340862,0,3.92e-06,6
1,6.2368241,3.61e-06,0,6
1,6.2422998,7.21e-06,3.92e-06,6
1,6.2450376,7.20e-06,0,6
1,6.2614648,0,3.90e-06,6
1,6.2669405,3.59e-06,0,6
1,6.275154,0,3.90e-06,6
1,6.2806297,3.59e-06,0,6
1,6.2833676,0,3.90e-06,6
1,6.2861054,0,3.90e-06,6
1,6.2888433,0,3.89e-06,6
1,6.3025325,3.58e-06,3.89e-06,6
1,6.3052704,.0000107,0,6
1,6.3107461,3.58e-06,0,6
1,6.3162218,3.57e-06,0,6
1,6.3189596,0,3.88e-06,6
1,6.3244353,3.57e-06,0,6
1,6.329911,0,3.88e-06,6
1,6.3326489,7.14e-06,0,6
1,6.349076,7.39e-06,4.03e-06,6
1,6.3518138,3.69e-06,0,6
1,6.3545517,0,.0000121,6
1,6.3572895,0,4.02e-06,6
1,6.3600274,3.69e-06,4.02e-06,6
1,6.3655031,3.69e-06,4.02e-06,6
1,6.3682409,3.69e-06,0,6
1,6.3737166,3.69e-06,0,6
1,6.384668,3.68e-06,0,6
1,6.3874059,3.68e-06,4.01e-06,6
1,6.3901437,3.68e-06,0,6
1,6.4010951,3.68e-06,0,6
1,6.4065708,3.68e-06,0,6
1,6.4093087,3.67e-06,0,6
1,6.4175222,0,4.00e-06,6
1,6.4202601,3.67e-06,8.00e-06,6
1,6.4229979,7.34e-06,0,6
1,6.4284736,3.67e-06,0,6
1,6.4366872,3.67e-06,0,6
1,6.4394251,3.67e-06,0,6
1,6.4449008,3.67e-06,0,6
1,6.4476386,3.67e-06,0,6
1,6.4558522,7.32e-06,0,6
1,6.4613279,3.66e-06,3.98e-06,6
1,6.4640657,0,3.98e-06,6
1,6.4722793,0,3.98e-06,6
1,6.4750171,0,3.98e-06,6
1,6.477755,0,3.98e-06,6
1,6.4859685,3.65e-06,0,6
1,6.4887064,0,3.97e-06,6
1,6.4914442,0,3.97e-06,6
1,6.4941821,7.30e-06,3.97e-06,6
1,6.4969199,3.65e-06,0,6
1,6.5051335,3.65e-06,0,6
1,6.5078713,3.65e-06,3.97e-06,6
1,6.5270363,0,7.90e-06,6
1,6.5379877,7.26e-06,3.95e-06,6
1,6.5407255,3.63e-06,0,6
1,6.5434634,.0000109,0,6
1,6.5462012,0,3.94e-06,6
1,6.5489391,3.63e-06,0,6
1,6.5516769,3.63e-06,0,6
1,6.5571526,3.63e-06,0,6
1,6.5626283,0,3.94e-06,6
1,6.5653662,3.63e-06,3.94e-06,6
1,6.5735797,3.63e-06,0,6
1,6.5763176,3.62e-06,0,6
1,6.5790554,3.62e-06,0,6
1,6.587269,3.62e-06,0,6
1,6.5982204,3.62e-06,0,6
1,6.6036961,3.62e-06,3.92e-06,6
1,6.6091718,3.62e-06,0,6
1,6.6173854,3.61e-06,0,6
1,6.6283368,3.61e-06,0,6
1,6.6310746,0,3.91e-06,6
1,6.6338125,3.61e-06,0,6
1,6.6365503,0,3.91e-06,6
1,6.6392882,0,3.91e-06,6
1,6.642026,0,3.91e-06,6
1,6.6557153,7.20e-06,3.90e-06,6
1,6.6584531,3.60e-06,3.90e-06,6
1,6.661191,3.60e-06,0,6
1,6.6639288,3.60e-06,0,6
1,6.6694045,3.60e-06,3.90e-06,6
1,6.6721424,3.60e-06,0,6
1,6.6748802,0,3.90e-06,6
1,6.6830938,3.60e-06,0,6
1,6.6885695,3.60e-06,0,6
1,6.6940452,3.59e-06,3.89e-06,6
1,6.696783,7.19e-06,0,6
1,6.6995209,7.19e-06,0,6
1,6.7022587,3.59e-06,0,6
1,6.7049966,3.59e-06,0,6
1,6.7104723,3.59e-06,0,6
1,6.7132101,0,3.88e-06,6
1,6.7186858,3.59e-06,0,6
1,6.7214237,0,3.88e-06,6
1,6.7241615,3.59e-06,0,6
1,6.7268994,3.58e-06,0,6
1,6.7296372,0,3.88e-06,6
